YEAR,STATE,ZIPCODE,N1,MARS2,A00100,N04470,A04470,N18425,A18425,N04800,A04800,N07100,A07100
2011,VA,23168,3369,1580,230472,1585,39102,1454,7950,2783,155859,1217,1348
2011,VA,23169,535,221,23308,170,3681,143,509,374,13996,112,94
2011,VA,23175,1062,462,58403,369,8417,316,1680,784,38587,283,227
2011,VA,23176,274,125,13236,96,1886,81,299,199,8318,75,69
2011,VA,23177,352,135,18027,120,2287,110,504,289,11725,101,96
2011,VA,23180,152,65,6214,50,860,43,117,113,3647,32,26
2011,VA,23181,2711,1118,133822,968,19074,870,3484,2138,82472,923,1045
2011,VA,23185,21214,9255,1654281,9450,279240,8090,62504,17027,1166928,7601,8385
2011,VA,23188,19496,9354,1386725,9529,238298,8214,45143,16003,950502,6846,6796
2011,VA,23192,3096,1565,220757,1465,36587,1339,8066,2518,151380,1061,1158
2011,VA,23219,1478,147,538663,366,50946,300,8812,1076,452130,316,4215
2011,VA,23220,13366,1839,687426,3423,89050,2941,23022,10025,486109,3264,3018
2011,VA,23221,8098,2012,722533,3230,115685,2909,30592,7105,537252,2385,2523
2011,VA,23222,11466,1619,328693,2520,39500,2278,6067,7601,168736,3015,2513
2011,VA,23223,22536,3429,772451,6055,106444,5570,17503,15864,438650,6364,6151
2011,VA,23224,15615,1979,404134,2678,41481,2410,5745,9611,183150,4505,3792
2011,VA,23225,19312,4119,873533,6075,119179,5474,24724,14711,556610,5925,5448
2011,VA,23226,8553,3117,1083085,4432,189279,3989,46817,7364,818933,3114,4798
2011,VA,23227,12669,3213,636000,4997,114002,4338,19048,9729,402069,3763,3303
2011,VA,23228,17688,4308,697536,5597,91436,5076,15856,13906,421462,5312,5037
2011,VA,23229,16120,6865,1560553,7403,235992,6632,64325,13045,1159814,6029,7536
2011,VA,23230,3260,813,164455,1123,24750,993,4733,2538,109455,867,720
2011,VA,23231,16989,4943,769778,6419,123365,5975,21762,13172,467575,5685,6223
2011,VA,23233,13954,6634,1311789,7604,207371,6960,53359,11919,963641,5522,6551
2011,VA,23234,19824,4803,720814,6077,105852,5567,15944,14205,390445,6466,6421
2011,VA,23235,16187,6124,1050110,7333,155383,6566,33352,13431,731665,5517,6215
2011,VA,23236,13443,5828,840363,6537,136078,5941,27658,11148,565317,4855,5482
2011,VA,23237,10276,3585,442961,3624,63438,3378,11263,7842,262722,3392,3771
2011,VA,23238,12656,5164,1178226,6142,182717,5394,47480,10574,873788,4633,5259
2011,VA,23294,9136,2772,465255,2450,46472,2184,11188,7427,316532,2952,3610
2011,VA,23301,907,263,34279,221,4646,181,654,640,18984,275,235
2011,VA,23303,486,188,19656,124,2116,110,410,377,11590,135,123
2011,VA,23306,542,222,26523,181,3958,144,585,403,16620,175,165
2011,VA,23307,215,49,5916,46,747,38,81,139,2617,63,45
2011,VA,23308,723,275,24528,120,1890,102,288,482,12651,221,180
2011,VA,23310,1281,499,62328,409,10167,335,1665,905,38667,324,310
2011,VA,23314,3666,1872,255833,1903,46066,1637,8263,3133,170266,1410,1698
2011,VA,23315,664,306,32481,244,4341,220,822,533,20576,227,260
2011,VA,23320,26471,9962,1498265,11578,260995,10028,45090,21847,963344,9571,10890
2011,VA,23321,16437,7017,996215,7694,176246,6713,31902,13335,644948,6180,7577
2011,VA,23322,27224,14236,2034288,14532,377188,12887,73548,22676,1369927,10802,13922
2011,VA,23323,16746,6975,868938,7241,160865,6207,24865,13298,521517,6473,7827
2011,VA,23324,10676,2290,318539,2471,42274,2100,5375,7087,155927,3184,2974
2011,VA,23325,8887,2868,373108,3119,60046,2677,8463,7033,217907,2978,3097
2011,VA,23336,1586,703,74258,422,8906,363,1876,1189,47274,366,338
2011,VA,23337,203,96,9654,55,965,46,195,167,6230,67,59
2011,VA,23350,1362,405,48575,289,5888,247,1208,903,26965,357,265
2011,VA,23354,205,82,12844,68,2078,59,405,160,8486,65,56
2011,VA,23356,616,322,32295,221,4245,191,786,486,21073,141,161
2011,VA,23357,368,115,9953,40,484,33,72,166,3451,84,46
2011,VA,23359,223,83,7846,40,580,36,112,143,4119,65,82
2011,VA,23395,310,90,8641,45,839,37,123,184,4295,62,32
2011,VA,23405,424,201,22728,163,3756,133,708,322,14263,112,91
2011,VA,23410,967,308,36789,232,4081,202,702,701,21179,309,288
2011,VA,23415,688,220,29066,117,2370,89,460,492,17490,207,165
2011,VA,23416,289,67,8616,45,764,38,113,186,4474,71,51
2011,VA,23417,1785,656,84890,584,12856,476,2085,1372,53478,513,476
2011,VA,23418,706,246,27093,180,3247,152,628,482,14959,229,194
2011,VA,23420,884,229,28105,206,3629,180,495,605,13693,287,215
2011,VA,23421,1931,697,65184,357,6329,292,921,1223,31451,582,486
2011,VA,23430,7927,3785,531005,3722,90471,3281,17540,6425,355908,2778,3230
2011,VA,23432,700,301,56778,324,9671,294,2117,562,40231,239,228
2011,VA,23433,638,373,69702,383,14342,347,2879,564,49011,232,247
2011,VA,23434,21098,7527,1025575,8197,180905,7108,28952,15888,615189,7548,8786
2011,VA,23435,12267,5725,871730,6527,168974,5649,30103,10211,573170,5033,6173
2011,VA,23436,404,225,41622,243,8165,216,1672,365,29432,151,148
2011,VA,23437,1914,851,95879,812,17269,723,2699,1518,57862,610,681
2011,VA,23438,791,372,41859,330,6753,294,1212,647,26328,267,312
2011,VA,23442,518,142,16190,97,1446,83,235,372,8215,158,123
2011,VA,23451,22609,7186,2083018,8989,334497,7591,77297,18338,1537343,7206,7971
2011,VA,23452,29233,10795,1719874,10380,249312,8965,54393,23569,1151539,10570,11509
2011,VA,23453,16717,6355,763880,6301,123473,5356,19311,13135,451465,6494,7404
2011,VA,23454,29145,11396,1995726,12271,323060,10422,68702,23584,1373482,10927,12488
2011,VA,23455,23330,9325,1513856,9382,233180,8013,47070,19386,1033102,8224,8414
2011,VA,23456,24249,12253,1701114,13060,325572,11113,58443,20135,1122028,9838,12740
2011,VA,23457,2163,1047,141764,1003,26945,885,5009,1769,92437,669,734
2011,VA,23462,30827,9141,1319108,9909,183299,8373,29849,24573,801067,11215,11469
2011,VA,23464,35783,14637,1868184,15141,307926,13059,51512,29422,1174850,13862,16005
2011,VA,23487,2848,1207,140161,938,18819,858,3503,2234,87905,955,1108
2011,VA,23488,117,30,2831,0.0001,0.0001,0.0001,0.0001,76,1198,30,27
2011,VA,23502,10064,2779,383900,2817,53732,2407,7554,7510,219370,3161,2979
2011,VA,23503,15285,4367,586334,3839,70842,3232,11218,11830,344982,4980,4372
2011,VA,23504,9114,1125,244620,1728,33146,1482,4307,5283,114821,2458,2167
2011,VA,23505,12808,3864,644151,3350,99076,2817,18627,9552,400667,4556,4289
2011,VA,23507,3133,980,276591,1302,42976,1139,9903,2739,205145,1100,938
2011,VA,23508,6992,2152,410974,2639,68294,2137,13338,5180,276192,2307,2324
2011,VA,23509,6289,1688,270098,1931,40028,1663,6945,4545,163128,2002,1844
2011,VA,23510,3124,595,223317,996,43677,805,7774,2334,152912,873,745
2011,VA,23511,1417,244,39325,111,1920,31,93,1247,20976,718,392
2011,VA,23513,14543,3303,457714,3520,57442,3017,7470,10380,236526,4639,4141
2011,VA,23517,2620,530,138835,720,16461,603,3628,2116,97808,729,628
2011,VA,23518,14631,4923,669708,4353,95171,3695,16394,11199,410408,4733,4289
2011,VA,23523,3341,382,77661,533,9197,449,945,1818,31962,794,663
2011,VA,23601,12193,3977,570869,4258,84278,3710,14313,9601,354063,4034,4248
2011,VA,23602,20017,6947,967208,7237,141400,6247,24775,15926,608477,6920,7348
2011,VA,23603,1641,646,71320,492,9782,426,1522,1304,40560,633,688
2011,VA,23604,1407,693,46083,110,2089,63,218,1070,21705,691,738
2011,VA,23605,6884,1565,216733,1509,23896,1311,3396,5026,115984,2130,1969
2011,VA,23606,13146,4250,765037,4407,113426,3814,23703,10214,513591,4314,4118
2011,VA,23607,9677,1308,257896,1570,25737,1356,3671,6019,127856,2408,2012
2011,VA,23608,21062,6627,847338,6548,120921,5600,18511,16174,489632,7573,7917
2011,VA,23651,161,74,11284,66,1286,48,202,137,8131,55,51
2011,VA,23661,6760,1852,274415,2292,42457,2044,6688,5080,161516,2045,2028
2011,VA,23662,5894,2995,451207,2871,73598,2562,15832,4900,314632,2165,2363
2011,VA,23663,6326,1629,216204,1597,26253,1360,3816,4573,119401,1928,1864
2011,VA,23664,4930,1882,289052,1972,44383,1726,8741,3992,192921,1607,1531
2011,VA,23665,1997,986,77812,169,3330,75,291,1757,41744,1068,1266
2011,VA,23666,25137,7932,1117378,8832,172329,7634,26490,20131,676584,8465,8721
2011,VA,23669,18879,6187,880509,6576,132418,5727,22087,14561,544227,6171,6457
2011,VA,23690,1422,491,61660,475,9406,401,1417,1041,36676,483,539
2011,VA,23691,209,31,4481,0.0001,0.0001,0.0001,0.0001,196,2086,89,49
2011,VA,23692,9455,4551,669971,4494,108909,4004,21908,7969,462918,3452,3753
2011,VA,23693,10790,5510,850817,5303,135087,4738,30316,9080,597174,4397,5267
2011,VA,23696,1741,948,134382,885,21868,793,4622,1470,93988,634,733
2011,VA,23701,12540,3438,476161,4136,74340,3567,10358,9646,270461,3828,3661
2011,VA,23702,5340,1269,163564,1173,17883,1013,2539,3785,82435,1682,1545
2011,VA,23703,12996,4437,662161,5538,113667,4810,18137,10491,412312,4786,5118
2011,VA,23704,8568,1434,274791,1950,37400,1652,5337,5734,148657,2336,1993
2011,VA,23707,6933,1736,269395,2025,37786,1760,6501,5075,156869,2189,2200
2011,VA,23801,1967,1036,72318,225,4101,104,338,1475,35173,1028,1495
2011,VA,23803,17632,4213,621865,4684,82544,4273,12595,12720,343094,5333,5150
2011,VA,23805,9683,2716,428940,3375,65033,2990,10726,7556,261858,3092,2946
2011,VA,23821,690,220,26329,172,2938,149,472,544,15033,215,195
2011,VA,23824,3139,1114,122840,758,13979,658,2375,2264,70419,954,901
2011,VA,23827,582,201,20578,155,2652,131,376,427,11153,183,169
2011,VA,23828,201,71,7473,54,910,51,153,155,4141,74,66
2011,VA,23829,552,210,22347,169,3161,146,444,430,12635,182,200
2011,VA,23830,733,354,42850,323,6728,309,1359,612,27994,248,305
2011,VA,23831,16348,6598,928517,7081,146263,6448,28624,13267,604467,5910,6948
2011,VA,23832,16167,7139,996978,8360,186872,7699,34630,13422,650922,6240,7883
2011,VA,23833,969,477,52003,387,7555,355,1461,791,33538,315,342
2011,VA,23834,12586,4612,606338,4493,87804,4026,16138,9841,380038,4135,4437
2011,VA,23836,5715,2603,416076,2675,65340,2457,14823,4784,289531,2123,2646
2011,VA,23837,1891,764,94782,684,14078,596,2516,1444,54817,609,699
2011,VA,23838,7248,4127,663437,4256,116178,3967,27081,6141,473147,2618,3026
2011,VA,23839,432,138,17150,119,2218,108,332,330,9914,134,118
2011,VA,23840,788,342,35045,284,4888,255,853,611,21025,237,281
2011,VA,23841,1682,677,80843,603,11643,558,2093,1343,50021,555,617
2011,VA,23842,3181,1566,188126,1444,28891,1338,5902,2683,123452,1113,1313
2011,VA,23843,257,107,11706,56,890,54,172,201,7318,88,76
2011,VA,23844,275,84,10205,84,1394,78,225,183,5806,75,64
2011,VA,23845,183,82,7839,55,1259,45,153,133,4523,41,28
2011,VA,23846,373,179,17791,135,2626,125,431,300,10825,125,155
2011,VA,23847,5742,1532,201577,1273,25936,1159,3931,3886,108793,1707,1619
2011,VA,23850,491,177,20416,143,2565,129,453,376,11847,144,131
2011,VA,23851,6059,2087,254572,1759,35556,1560,5984,4423,150137,1895,1916
2011,VA,23856,526,130,17605,110,1953,98,269,379,9088,170,178
2011,VA,23857,333,135,14796,106,1888,90,336,264,9235,82,56
2011,VA,23860,12565,3832,510167,3467,63711,3125,11060,9266,304022,3695,3751
2011,VA,23866,972,449,45883,340,6454,305,1185,753,28046,325,369
2011,VA,23867,1017,312,37157,239,4157,223,642,743,20615,343,339
