ZIPCODE,State,City,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
24351,VA,Lambsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86101,86483,86555,86983,87459,87926,87702,87380,87159,87448,87325,86857,86333,85856,85391,84450,83657,83115,83557,83641,84001,83437,83740,84165,85108,85254,86083,87273,88155,88370,88378,89136,89017,89329,89219,89644,89303,90096,90380,90963,91084,91702,92169,92649,93549,94593,95083,95482,95964,96625,97105,97422,97853,98210,98531,98915,98909,98172,97749,98161,98593,98063,97140,96622,96643,96778,97068,97383,98283,99792,101427,101645,101919,102599,103457,103804,103635,103425,103364,102137,101189,99670,99724,99690,99648,98699,98424,98528,98991,99276,99612,100612,101077,101616,100350,100268,100173,101741,102733,103917,104665,105080,105502,106205,107406,108301,109702,110365,111184,111029,110948,110563,110388,110511,110480,110005,109210,108572
21022,MD,Pikesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548016,545922,543187,539000,535028,532004,529592,527574,527464,525256,522911,518513,514526,511595,510127,505635,500060,492712,487228,481131,473990,471732,470497,469799,467609,462849,460192,459880,461741,463532,462158,459347,454371,446510,439749,436406,435638,437768,434984,435307,433300,434290,434360,439507,446401,452689,455096,457724,459719,460494,462989,463672,467428,468832,472455,472672,471751,472940,474568,478354,479455,483132,488528,495517,501274,506570,510040,513764,518096,521385,528765,533332,543594,548903,550286,550434,552150,560223,568192,573944,576136,577878,578770,577388,573793,570410,572369,569759,567524,558398,553584,551803,555620,559685,560362,560211,556759,557081,553980,553770,552841,555293,556401,553263,548736,546961,548174,550829,556772,562244,567987,573140,577933,582604,584890,589537,594991,597349,600892,606633,611007,614540,618508,627152,631942,634265,632401,637422,640561,644302,641789,638883,636749,633527,630668,626443,619333,616068,616550,617470,614724,612173,612864,612242,610812,610385,609387,607124,608642,608118
21664,MD,East New Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157622,157172,156757,156139,155719,155661,155807,155013,154608,154144,154847,156324,157814,159223,159588,159727,159982,159757,159288,159595,158919,158031,155794,152945,150198,147576,146283,145027,143347,141562,139748,138640,138133,137942,137310,136136,134797,133550,132526,131566,130619,130066,129413,128689,127797,127101,126674,126233,125743,125397,125091,124882,124632,123828,123066,122098,121600,121074,120609,120258,119964,119489,119070,118590,118308,118300,118385,118983,119249,119384,119140,118841,118586,118428,118280,118272,118240,118481,118685,118782,118834,118874,119188,119445,119748,119973,120187,120372,120587,120477,120470,120186,120188,120133,120277,120511,120794,121076,121451,121754,122184,122638,123020,123448,123771,124227,124302,124315,124206,124279,124243,124066,124171,124396,124785,124982,124855,124533,124227,124520,124844,125006,124663,124742,123759,122884,121806,121402,121230,121131,121249,120561,119927,119159,119004,118561,118574,118386,118058,117446,117093,117353,117554,118085,118011,118347,118472,118859,119230,119500,120016,120394,120942,121164,120895,120338,120326,120899,121864,122545,123198,123843,124427,125269,125838,126359,127257,128376,129367,129749,129830,130069,130284
23651,VA,Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281235,283851,284756,285499,286106,285205,286159,283403,281439,279133,278412,279392,279449,277430,274573,273932,273932,277461,277688,284121,288566,293433,295032,292381,291663,290700,293550,297347,298645,294262,289054,282968,279233,274270,270782,269748,268099,267163,264816,262050,260866,262561,265648,268982,272112
23887,VA,Valentines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398311,395881,394750,390349,387296,384584,385237,387726,392136,396354,401179,404834,407396,408190,410007,416404,424736,430969,433903,435296,437109,441721,447051,454728,464745,479894,490774,495897,492444,494168,494635,495467,490125,480842,468266,455611,443030,429433,418879,412184,410625,406190,400591,391740,385999,380829,379541,378377,376947,373535,368699,364008,361058,358580,355757,354762,351194,351417,348742,346454,342666,339156,339158,338395,337173,330968,327086,325518,331448,336233,340230,342693,345281,350506,350103,349265,347287,352921,356154,357209,351133,345303,341699,339334,339196,336119,335657,334429,334608,334515,335715,335793,336570,336056,336240,335492,333799,334560,335077,336372,335671,333407,331438,328860,328569,329621,331286,333467,334936,334316,335958,337666,340763,341845,343718,347724,350678,352181,352115,351551,351457,352871,353114,353119,352426,353174,354279,354804,355239,355317,355880,357784,359848,362117,362669,364870,366729,370109,370110,370974,371005,373133,374080,375006,376441,376429,376763,376661,378711,380688,383248,385300,387711,389095,390854,391962,392827,394442,396761,398570,398904,398208,398566,398856,399233,399366,399582
24634,VA,Whitewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63422,63589,63562,63512,63248,62927,62249,61202,59830,58861,58333,57846,57075,55874,54853,54104,53787,53607,53819,54344,55245,55401,55100,54816,55117,55738,56324,56438,56150,55654,55327,55403,55603,56197,56357,56308,55873,55540,55026,54714,54757,55055,55049,54679,54282,54272,54827,55519,56388,56719,57012,56594,56386,56159,56438,56737,56883,56692,56295,55896,55491,55417,55438,55899,56115,56254
24318,VA,Bland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62198,61066,60217,58616,57637,56966,56813,56998,57474,57619,57378,57174,57439,58052,58792,59025,58799,58216,57485,56604,55883,55702,55945,55866,55511,55606,55742,56589,57122,57528,57441,57337,56990,56447,56289,56916,57121,56821,56207,55889,55887,56845,57549,57736,56858,56904,57069,57146,57308,57167,57650,57696,57922,57409,57332,57645,58988,59505,60243,60484,60853,60961,60990,61241,61731,62406,63270,64275,65441,66237,66029,65802,66050,67634,69077,70267,70908,71234,71801,72377,72765,73701,74627,75931,76555,76553,76540,76572,76767,77104,77252,77435,77763,78184,78904,79499,80299,81058,81554,82059,82291,83058,83438,83902,83906,83629,83890,84335,84678,85089,85527,86267,87051,87343,87612,87683,88040,88729,89409,89873,90411,90470,90826,90964,91233,91269,91656,91873,92244,92007,91957,92163,92646,93207,93334,93761,94156,94845,94871,94944,94836,95283,95429,95413,95130,94980,94995,94792,94515,94171,94119
23844,VA,Drewryville,,48972,48892,49134,49440,49643,49510,49396,49595,49704,49630,49320,49175,49076,49058,48881,48781,48983,49379,49642,49379,49305,49575,50396,51097,51543,51884,51855,51622,50968,50645,50404,50439,50366,50216,49658,49147,48919,49134,49380,49634,50139,50955,51994,52769,53478,53882,54274,54023,53897,53527,53881,53990,54117,53661,53284,53362,53681,54336,55072,56228,57010,57668,57720,58283,58646,59516,59844,60100,60043,60328,60329,60097,59876,60076,60661,61126,61682,62084,62484,62811,63338,63768,64577,65433,66399,66941,67337,67858,68560,69306,70381,71386,72598,73199,73733,74215,74981,75707,76441,77192,78265,79740,81419,82729,83599,84546,85910,87543,89441,91518,93655,94809,95968,96262,96578,97290,98363,100071,101336,102926,103585,104083,104608,105692,105742,105581,105220,104988,104659,104199,103460,102701,101619,100922,99318,98554,97993,98246,98445,98317,97957,96990,96664,95881,95855,95444,95945,95956,96206,95842,94675,93812,92912,93013,92563,92030,91788,91491,91208,90262,89608,89293,89609,89829,91028,91741,92337,92549,92117,92443,92134,93010,93047,93287,92802,92300,90810,89878,89936,91367,92514,93203,94486,95428,96818,97236,98501,99162,100132,100142,99753,98338,97502,96217,94726,92505,90812,89849,89548,89748,90153,90679,90827,90808,90934,91587,92344,92958,92989,93469,93990,94471,94343,94288,94392,94636,94981,95163,95863,96539,97810,98126,97653,96918,96758,96945,97255,98170,98399,98066,97286,97456,97748,98429,99227,100163,100509,100225,100059,99238,98396,98111,97383,97403,96785,96389,95112,94258,94146,94734,94816,95581,96520,97660,98231,97923,97185,96951,97528,98503,99129,99667,99755,98800,98307,98297,99873,100420,101584,101875,102131,101074,100329,99677,100809,102165,103574,103483,103056,102859,102930,103008,103410,104367,105120,105729,105260,105030,104499,104877,104871,105354,105412
24282,VA,Saint Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24104,24190,24197,24274,24330,24444,24555,24669,24786,24906,25030,25154,25276,25333,25500,25636,25804,25821,25819,25779,25695,25563,25384,25157,24885,24594,24203,23777
22943,VA,Greenwood,156415,157155,157655,158196,158341,158040,157688,157515,157609,158281,158741,159312,159828,160311,161133,162868,164412,166220,166953,168259,168942,170143,170643,171118,170185,169228,167428,165551,165093,165658,168739,170846,173113,172952,174563,176395,181108,184183,187409,189944,192521,194506,195221,195203,196183,197854,199222,199571,199497,201111,203018,204490,204895,205027,205383,207199,208822,210807,212154,213932,214885,215698,216907,219390,221756,224333,226106,228078,229235,230731,232358,234470,236627,238769,240618,242381,244569,246871,249550,250755,251528,251796,252807,254270,256162,257632,258753,259704,261389,262792,264230,266476,269981,273405,275571,277895,280144,283602,286617,290340,294018,299243,304035,308323,311794,316466,321737,324477,326271,327432,330408,332565,332730,331520,332306,334482,337207,338315,339182,340666,342430,343591,343992,343770,344514,344914,343248,340786,337992,334544,332982,332882,334902,336559,337129,338190,335914,335009,334054,336065,337210,340567,339582,338489,334633,332835,331519,329364,332424,331974,332310,328243,326895,324095,323807,322836,323429,321192,318815,316943,313064,311443,309216,309142,306786,305159,303914,302815,300531,300717,301094,301950,301353,300780,300321,297850,294912,293120,292607,291896,291761,289296,287913,283521,279255,275641,273657,275132,278452,280205,279658,278583,276747,275981,273549,275235,280555,285694,289341,289295,288184,286954,285745,285134,286381,288241,291486,293207,293314,292505,291423,291312,291931,292207,294341,296937,298508,298960,299253,299834,299683,299011,299098,299629,299927,300596,300367,300440,301770,304032,305061,306609,308694,311899,313385,314977,315994,318075,320295,321953,320886,319395,318666,318063,316456,315639,316912,318994,320515,322004,322025,322480,323992,326503,330202,330912,332648,333500,335473,337249,339326,340513,342153,343455,345518,347322,347589,350282,351974,352437,350534,348752,348254,348172,348132,349149,349505,349893,350512,351437,352202,352769,353672,354484,355227,356027,356879,357075,357354,357630,358253,358120,358423,359628
21612,MD,Bozman,260673,260077,260026,259648,259100,258610,258435,258919,259656,260502,261246,261831,262457,263829,264826,266012,267946,270175,272223,272907,273536,273976,274814,275842,276709,277069,277678,278768,280031,280658,280948,281973,283051,284930,286883,289263,291796,294464,296992,298599,298740,300241,302690,306611,310207,313026,315507,318108,321777,325135,328059,330082,332998,335269,338451,340731,344019,346808,350537,353631,356608,358720,361870,367011,373306,378697,381638,383050,384301,385776,388195,391751,395650,400151,402424,403646,403926,406743,412164,419406,424937,429866,433242,433462,432862,432196,436562,441250,446650,449809,451274,451766,455567,461607,468161,477086,487305,499983,508616,516114,522216,529142,535427,541721,546958,551785,559549,568056,578243,583687,588912,593242,599219,606652,619654,632801,643307,650014,652780,656946,656833,660333,663244,672096,680777,689545,692068,693454,697131,704192,713161,719414,724964,730023,736633,741432,742390,740386,737919,738428,737888,736369,733475,729311,727541,723684,720151,712923,708794,704989,703124,699717,695203,691121,685710,681958,677219,673951,668989,664946,657252,650067,642873,637914,634592,631362,630324,631491,634382,635971,633011,622316,617110,615065,614382,606102,597104,590453,584632,575381,562599,552107,549506,556366,559571,559512,559080,561617,564171,562529,558280,551992,544964,540731,537614,537198,537324,534835,530095,531693,534460,540296,543778,552922,567456,575940,581654,583517,589184,597414,605743,606448,603516,597832,597530,595514,595075,596000,593944,586615,576165,568867,563698,563712,568243,574107,581225,584656,583422,580635,581209,586965,590504,591519,593087,590914,587505,582955,576229,572103,569043,568984,566528,565616,568939,572457,573212,574563,575228,575904,573832,574047,573501,574459,575044,572857,569529,568386,570565,573584,575640,580157,587715,592972,601704,607754,617240,624307,629113,629847,627380,625720,626131,627247,628890,629594,627507,626009,622526,622807,622151,624789,627047,629743,630651,629517,626779,625035,623516,622188,620475,617265,615357,611846
23092,VA,Locust Hill,95102,95432,95846,96781,97032,96993,96627,96892,97020,97183,97056,96995,97283,98044,98811,99097,99215,99480,99565,99420,99269,99531,100106,100794,100799,99563,97433,95161,94824,95324,96920,97538,98555,98830,99257,99238,99329,100166,102295,104979,107275,108503,109475,110246,110513,110514,110418,110654,111748,112650,113427,114110,114279,114381,113794,114605,115782,117641,118866,120455,121118,122048,122208,122912,123812,125766,127819,128990,129361,130078,131676,133185,134730,135902,137441,138397,139089,139557,140467,141070,142079,142649,143989,144968,146315,147549,148879,150013,150848,151413,152390,154376,156836,159589,161795,164581,166945,169178,171269,173929,178250,182772,186613,190109,192911,195370,196012,196548,197795,200678,204402,208456,211263,214171,217282,219896,222246,223943,226995,229520,232112,233761,234837,235679,236292,236775,236774,237466,238766,241154,243001,244975,245467,246254,246774,246870,246475,245679,245349,245273,245058,244378,243292,242306,242123,241664,240957,240309,240720,241010,240821,239468,238491,238044,238447,238711,239003,237997,237191,235533,233862,232131,230723,230085,228577,226526,224622,223225,222210,222184,222350,223941,224396,225290,225754,226126,227742,229065,230502,230455,230357,230270,230253,229245,228858,228512,228908,229223,229054,229135,228644,229029,228774,228838,228369,228617,228855,229219,229212,229281,229156,229476,229921,230555,231248,231447,231945,231975,232329,232416,232544,232415,232341,231865,231683,231441,231902,232473,233097,233567,233914,234421,234958,235573,236116,236546,237003,237260,237340,237230,237350,237720,237793,237527,237152,237095,237119,237560,237793,238236,238276,238463,238544,238565,239123,239679,240447,240819,241315,241856,242337,242704,242978,243182,243152,243162,242883,242979,243017,243280,243267,242705,242695,242893,243828,244598,245327,245841,246212,246407,246543,246478,246768,247257,248414,249571,250823,251830,253028,254471,255581,256206,256606,257318,258181,259126,259305,259430,259176,259226,259203,259084,259304,259860
24635,VA,Bluefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32818,32584,32622,32534,32536,32235,31955,31727,31782,31625,31591,31489,31799,32109,32132,32125,32191,32868,33425,33915,33725,33840,33646,33780,33296,32956,32568,32221,31711,30992,30347,29698,29431,29301,29243,28846,28350,27988,27863,27729,27406,26914,26691,26550,26528,26137,25964,25790,25947,25899,25744,25510,25321,25384,25310,25360,25244,25355,25377,25494,25652,25836,25875,25797,25772,25813,25864,25876,25724,25578,25304,25313,25295,25416,25562,25570,25665,25641,25581,25457,25400,25476,25584,25610,25669,25731,25835,25967,25945,25992,26030,26037,26098,26070,26055,25766,25407,24932,24563,24340,24326,24129,23965,23724,23657,23531,23457,23598,23681,23915,23940,24121,24129,24214,24366,24657,24832,24957,25136,25320,25499,25374,25262,25013,24995,25104,25158,25115,25052,25027,25142,25095,25040,25081,25277,25510,25432,25212,25010,25046,25203,25319,25067,24899,24792,24840,24817,24925,25133,25428,25616,25717,25589,25499,25512,25587,25783,25872,25920,25768,25663,25708,25648,25598,25550,25666,25800,25844,25608,25642,25758,26063,26138,26073,26119,26131,26198,26103,25987,25870,25867,25639
21628,MD,Centreville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186512,188880,188788,188386,186646,187659,190174,192263,194097,196586,200640,203924,205490,203930,204351,207638,213489,215467,215276,214911,213080,211655,208048,206165,205920,206823,206969,205156,202043,198225,193173,190255,190588,189071,186429,182320,179057,177009,174468,173001,171682,170769,171810,170181,167296,163636,162235,162294,162420,161789,161439,160785,159174,157659,155359,154313,153000,152098,150788,149487,148418,146958,144817,142827,141094,140272,139600,138983,138081,136640,135782,134690,133661,132922,133022,132986,133125,133046,133203,134343,136126,139396,141456,142540,141768,141069,141105,141886,142787,142595,142117,140585,140117,139970,141474,143583,147244,151104,154104,155712,156612,157742,159633,161830,162585,161615,159223,157397,156266,154049,152988,152039,153079,154066,154203,153198,151717,151301,151762,151943,151617,151638,150966,151147,151234,151959,153832,157719,162188,164977,166284,167906,169609,172663,175376,177691,177964,178309,178164,177029,177182,179046,181347,182820,183920,184750,184624,184438,185276,186825,187063,186177,183821,182353,182799,183606,183664,182854,183496,185171,186806,186889,187209,188856,190806,191467,190871,190593,191420,192264,192541,192094,191601,191885,192606,192931,193400,194105,194761
20129,VA,Leesburg,314579,313945,313766,313366,313048,312727,310225,309525,308092,309063,309814,313212,317636,319223,318996,316243,314834,312791,315665,315068,316612,313570,313008,308633,304298,304718,307420,314001,318793,324596,326662,330463,332238,336876,338024,340635,340800,340715,340037,338621,337774,337907,339900,341844,344572,347231,351563,354839,359937,363752,368083,371834,375928,379974,382911,385865,388726,391385,394182,400362,408804,417365,424621,430036,436575,442516,448700,453588,456846,461400,466622,470601,472325,473592,474889,477366,479502,480716,482762,485387,490943,494182,497533,499917,502981,505423,509164,513956,517358,524148,529966,539241,543693,549878,556313,563425,568981,577212,586061,596981,607869,616589,628082,635874,650695,663535,676005,688376,701527,711619,722346,729496,741223,751378,760265,771056,779168,790480,795257,798343,804240,811105,812810,814092,815405,818293,815721,808517,799653,786441,778761,772228,767420,764026,762057,758752,746540,731085,716341,711378,706041,705088,699244,692823,680598,664744,649276,635661,628189,625329,626379,620639,615045,603695,595056,585769,579782,577004,577535,575579,572529,566954,563501,560893,560222,562670,568252,573031,575283,575852,573537,575686,578855,583685,584511,579556,573940,570481,568029,567149,565104,564464,563961,563042,561885,560822,559390,565374,568113,569033,564195,561858,561392,562520,564808,566416,567153,565634,566029,564570,566523,566548,570035,571691,577979,582449,583769,583814,583306,585568,586982,586587,586554,589028,593819,597777,595940,592972,592956,595631,598817,599278,598780,600666,602171,603809,602255,600989,601633,603093,605770,604320,603767,603245,604400,604031,604356,604097,604438,602904,601816,601455,600170,601093,601277,603100,604432,606813,606646,605844,604736,607330,610499,614198,616973,619869,622501,624972,627310,629464,632885,636885,641912,644699,647591,646868,646799,647056,650943,654577,657853,660427,659264,660039,659047,662994,665584,671434,675612,677628,677236,678146,679004,680107,683938,686019,688938,688389,688708,688116,688681,690620,692640,693668
24272,VA,Saint Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52475,52482,52424,52214,51964,51687,51493,51343,51316,51459,51555,51510,51286,51160,51090,51306,51426,51601,51577,51468,51311,50937,50695,50456,50442,50092,49797,49415,49307,49096,49054,48922,48723,48385,48128,48200,48413,48673,48719,48356,47974,47841,47703,47943,47958,48344,48294,48166,47744,47666,47703,47946,47957,47831,47751,47609,47554,47284,47124,47007,47159,47151,46995,46783,46630,46572,46544,46239,46001,45711,45617,45608,45306,44662,43875,43458,43293,43178,43034,43053,43077,43198,43363,43118,42785,42774,43201,43428,43359,42976,42701,42447,42441,42459,42306,42327,42664,43098,43273,43153,43013,43042,43053,43251,43509,43275,43153,42815,42843,42603,42440,42547,42709,43067,43512,43784,43592,43716,43979,44534,44480,44298,44151,44212,44775,45169,45221,44850,44411,44364,44151,44302,44275,44538,44821,45183,45367,45426,45403,45635,46119,46406,46723,46636,46912,47089,47241,47194,47033,47006,47188
24580,VA,Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82462,81504,80526,78874,77522,76538,75657,75134,74433,73877,72942,72438,71858,71536,71280,71108,70905,70680,70198,69645,69504,69355,69306,68862,68996,69533,70328,70819,70905,70488,70667,70744,71007,71376,72931,74328,75177,75067,75186,75602,76817,78588,80219,81386,81967,82411,82166,82449,82638,83322,83387,83196,82414,81506,80725,80213,80196,80101,80068,80234,80748,81856,83120,85131,87403,89486,90689,91887,92421,93489,94356,94514,94430,93231,92343,91007,89807,88724,87884,86920,86003,84335,82643,81393,80775,81058,81696,81877,81579,80838,80669,80480,80821,81389,82070,82929,83168,82951,81968,81682,81706,82332,82428,82598,82094,81521,81362,81247,81017,80306,79628,78906,78755,78729,78983,79293,79876,80956,81237,80841,81054,82449,84858,86489,87349,87859,88219,88481,88791,88832,89857,91107,91883,91945,91562,92398,93086,93642,93844,94748,95620,96332,96225,96405,96857,97096,97083,96467,96152,95972,95994,95396,94628,93873,93281
