ZIPCODE,State,City,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
21108,MD,Glen Burnie,208875,208782,208367,207870,207662,207844,208238,208132,208075,207650,207758,207909,208146,208083,208379,208980,209442,209385,209161,209431,209790,210478,210730,210896,211044,211413,211994,212138,212061,212055,211925,212303,212569,213387,213592,213979,213981,214590,214912,215451,215943,216653,217645,218456,219377,219969,221319,222644,224838,226181,227785,229056,230383,231769,232967,234614,235923,237381,238815,240055,241034,242149,243533,244776,246024,246836,248175,249452,251577,253455,255340,257703,260699,263929,266558,269478,273456,278511,282814,285897,288611,292410,296246,299968,303226,306922,311436,315725,318953,321090,324479,328828,333544,337222,341328,345821,350450,355965,360585,365310,371034,377818,383715,390574,397617,406184,413972,421370,428051,432795,438515,445927,452374,459835,468204,477347,483708,488198,492636,497734,502170,505636,510038,512979,516702,518168,519448,518122,518106,517239,517886,518156,519406,521001,519305,517933,515725,514057,511091,508024,506086,504029,498432,491811,486044,483199,481542,479065,475466,470187,464059,457774,451909,447660,446663,444764,441636,436770,431947,426176,420576,417873,418066,420485,420886,419712,416519,415932,415406,413588,411430,412088,414600,415236,412418,408572,405670,405162,404642,402655,400642,400283,401508,400374,398587,396637,396205,395228,394489,393068,391617,390757,390007,389690,388181,388163,387730,388324,389907,392334,395084,395894,397745,399117,401432,403585,405686,406815,409317,412154,414951,414732,414054,414792,416416,417750,418553,418494,419732,420835,420098,418243,416361,418016,419288,420479,420386,420287,420008,419253,418790,418828,419774,420190,418780,416700,415335,415031,413617,413947,414164,416087,415962,416109,416606,417852,420595,422659,424550,425272,427632,428784,429972,430248,430838,431437,430316,430302,429549,430124,430949,432046,433013,433155,433629,434617,436661,437793,439597,440689,442576,443292,443160,442768,441881,441388,439737,439041,438425,439506,440446,440869,441134,441017,441895,443014,444225,445685,447847,449161,449919,449843,449942,450591
22124,VA,Oakton,294956,294707,294545,294159,293837,293457,293084,292874,292905,292733,292432,292094,291704,291318,290868,291005,291357,291811,292146,292620,292800,293725,294673,295633,296826,298124,299912,300720,301331,301918,303116,304375,306047,307293,308528,310194,311819,314016,315707,318098,320417,323403,326013,327562,328759,329853,332793,335700,338926,341638,343983,346461,348982,351812,355534,361255,367666,374300,378800,383148,387805,392213,397779,403181,409830,415375,420440,424895,428774,432367,436589,441281,445865,449718,453851,457306,461108,465269,469576,473669,478279,483270,488368,492986,497383,504121,509265,515373,518073,521469,525085,529282,533515,539644,547027,554913,560962,568016,576064,585580,596434,608925,622155,636294,649585,661152,670764,681724,694770,703259,713012,722935,740223,753981,765605,772982,782638,789234,795602,796308,798422,801627,805196,803590,794845,787901,781922,777612,769088,762920,757809,756233,753216,751545,748768,749436,747404,740801,732634,724454,720792,714430,708996,702394,698000,693542,686111,677893,669429,667335,664277,663458,658903,657503,655286,653473,647475,640273,635328,632132,634590,635738,641283,644532,648059,650415,653013,656724,662587,667329,673683,677328,678546,676369,672703,670900,671776,673336,671243,668616,666370,667326,666322,667434,669068,672668,674382,675711,675687,672895,673548,674288,674613,676216,678298,681813,682535,683121,683883,683330,682374,685932,689983,695602,701893,704975,707638,707358,711050,716042,720750,726876,733318,738319,741845,742313,743168,744175,745599,746551,745210,742950,743302,741288,741103,739055,739295,739192,737222,738174,738482,739804,739474,740489,740418,742415,741730,741468,738697,737356,738491,734971,734529,733145,736664,736193,735818,733760,733112,734013,736941,741959,742707,746310,744080,747157,745375,747804,748762,751382,753616,754557,755012,752481,754654,755102,760350,758979,760995,761260,762868,763202,763960,764738,764533,765269,766498,769948,772215,773801,775295,774843,775320,775217,776298,777803,780220,783229,784674,785130,785585,789095,792263,797429
20151,VA,Chantilly,212332,212162,212065,211917,211901,211873,211902,212238,212736,213190,213264,213304,212858,212550,212253,212398,212335,212374,212546,212679,212548,212414,212627,212834,213829,214770,215947,216371,216978,217363,217538,217347,217425,217861,218530,219486,220323,221589,222580,223890,225055,226617,228116,229300,230559,231732,233772,235775,238005,240051,242067,244421,246839,249713,253271,258027,262543,267034,269984,273602,277205,280447,284047,287452,291821,295424,298704,301720,305032,308186,312193,315532,318948,322099,325700,328969,331684,334285,336843,339940,343182,347134,350541,353961,356812,360979,364178,367853,370094,373449,376984,380049,382733,386362,391342,396818,401678,407445,413501,420634,428778,437796,447567,458253,469061,478337,485989,494546,504970,512047,520762,529429,543119,554215,564007,570987,579489,586655,593648,595934,597844,600859,603938,603725,597991,593216,588804,584776,577468,570961,564921,562271,558680,556506,552311,550979,547679,541858,534758,528247,524219,517856,511761,504852,499649,493883,486336,477149,467068,460915,454286,450243,444562,442431,439641,436685,430550,423565,418504,415740,417733,418976,422629,422933,423844,423612,425685,428026,432984,436500,442138,445027,446529,445081,443076,442793,443262,443942,441090,439023,436830,437482,435831,435259,434541,436384,437888,439507,440215,438972,440128,441384,442249,444071,445930,449797,451658,453412,454483,454920,455609,459441,463106,467181,471466,473858,476511,477183,480647,483925,487369,491401,495881,498779,501440,502119,503650,504747,506442,507217,506587,505865,506612,505905,505654,505241,505648,506326,505155,506602,506658,507780,507206,507719,506993,507696,507546,507751,506579,505834,507018,504715,505312,505021,508992,509857,511366,511638,512714,514206,516748,520794,522160,525301,523667,525427,523689,525452,526448,528979,530745,531995,532736,531641,533018,533572,537570,538100,540664,542088,543874,544253,544694,544588,544223,544594,546010,549018,552121,554292,556385,556714,557928,559168,561522,564547,568001,571660,573949,575352,576096,578893,581610,585907
20724,MD,Laurel,166426,166456,166177,166145,166139,166388,166591,166658,166910,166707,166600,166447,166294,166095,166108,166188,166248,166074,165766,165540,164993,165181,165277,165319,165179,165043,165355,165186,164960,164446,164262,164336,164530,164511,164410,164635,165073,165670,165738,165767,165902,166425,167078,167557,168201,168937,169836,170392,171234,171710,172761,173912,175089,175988,176363,177104,177572,178231,178968,180066,180919,181788,182503,183191,183857,184586,185870,186967,188354,189571,191136,192628,194478,196447,198266,200027,202426,205189,207759,209672,211829,214701,217295,219706,221856,224354,227304,230218,232558,234798,237523,240656,243754,246023,248706,251936,255460,259704,263264,267062,271170,275147,278299,282882,287649,293705,298727,303480,307852,310966,315157,320216,325207,331373,338678,345476,350720,354781,359773,365237,369901,374054,378134,381426,384455,386190,387980,388643,390042,390381,391570,392500,394185,396104,395855,395997,395247,394485,392428,390558,389766,388785,384286,378230,372650,368803,366451,362981,360727,356986,352728,347053,341173,337072,335336,333071,329438,324312,318835,313178,306755,303135,301780,302402,301880,298876,295927,295323,296003,295183,294274,294664,296116,295973,293211,289942,286829,286594,285397,282498,279090,278324,278172,276918,274913,273788,272630,271166,269462,267977,266436,266275,265772,265118,263588,263247,263079,261993,262801,264425,267488,268151,269114,270074,272026,274082,276720,278402,280906,283303,285474,285326,285038,286256,288314,289359,289634,289232,289544,290015,288884,287763,286282,287587,288267,288581,288277,288052,288268,287878,287400,287074,287485,288450,288466,287875,286854,286731,285871,286136,286620,288114,288811,289691,291417,293079,294989,296289,297964,299352,301710,303359,304752,305929,307043,307953,307490,307825,309117,310729,312650,313512,314794,315557,316307,317392,318764,319706,320825,321558,322405,322975,323036,323666,323734,324512,324375,324658,324964,326448,327844,328377,328526,328445,329104,329883,330724,331429,332927,333987,334956,335313,335976,337401
22205,VA,Arlington,254712,254545,254298,253760,253239,252780,252404,252000,251784,251850,252090,252348,252475,252436,252519,252898,253895,254665,255330,256209,257107,257942,257956,258014,258332,259137,260033,260802,260793,261389,262208,262910,263581,264189,266146,268360,270634,272656,274550,276505,278680,280829,283402,286637,289732,292371,295054,297765,300992,304396,307801,311553,315181,318964,322333,324815,327834,332603,336969,341417,345968,351229,357268,362311,368047,373455,379163,385149,391386,396280,401924,407789,413713,418137,422177,426904,431313,435695,439961,444946,450218,456355,461833,466955,471412,477239,482149,487543,493790,499994,506048,510988,516015,520221,524736,529672,535938,543525,551154,558748,564937,573247,583237,594297,604557,613747,624035,634968,643921,650660,659812,672307,685548,697163,705129,712552,720015,730131,739875,747767,755050,760399,761840,757417,753351,748595,747761,745158,741263,735112,728325,722718,717560,715424,715545,717720,719851,722123,722824,722268,721646,720490,717928,714272,714728,711165,708987,701961,696033,690900,686163,686662,687185,689612,692705,695134,690952,688204,684765,688611,690976,691269,691833,690797,692742,694083,694112,693919,697106,703142,707487,707820,707698,708660,709478,708987,706157,701966,699466,700719,704815,706718,705226,703252,703975,707654,708789,708467,708855,710759,714467,715588,714837,711801,714357,717040,719778,718942,722968,726918,730329,733005,734071,734693,735324,742341,750329,760417,765310,770474,770298,774347,778652,785039,790330,797587,803542,805038,801743,796943,793120,792428,795319,798881,799174,795346,792482,789615,787096,785073,786533,789264,797074,800286,802070,797448,798642,802441,804150,802698,802213,803966,803999,802671,798760,798739,799076,801973,801757,804206,810545,819126,823988,823654,822976,825827,828887,830745,831059,833096,835754,834620,833204,829646,826171,824224,826759,830001,834023,837291,841874,845650,847740,852891,857134,863609,871851,879839,886422,890206,893775,897835,901739,906360,911572,915573,919652,922582,924791,927353,928759,931202,933272,935233
24354,VA,Marion,39938,40013,40114,40244,40373,40477,40508,40477,40471,40539,40625,40649,40660,40695,40653,40645,40619,40757,40934,41206,41353,41456,41505,41661,42095,42503,43016,43212,43398,43272,43382,43492,43792,44088,44524,44931,44815,44638,44339,44875,45530,46449,47013,47556,48029,48300,48373,48507,48919,49480,50149,50377,50667,50787,51214,51572,52077,52579,53141,53598,54078,54432,54731,54963,55153,55393,55567,55719,55756,55923,56211,56554,56781,57131,57498,57992,58386,58774,59161,59367,59521,59604,59826,60115,60394,60560,60719,60913,61257,61570,61896,62471,63138,63963,64439,64899,65150,65774,66457,67411,68156,69104,70012,71106,72166,73188,74308,75414,77207,78629,80030,80749,81679,82567,83540,84143,84631,84860,85304,85802,86077,86294,86410,86711,87001,87138,87178,87200,87305,87593,87698,87666,87437,87392,87342,87302,86998,86701,86369,86262,86062,85823,85447,85148,85143,84874,84672,84029,83586,83156,83069,82895,82648,82319,82097,82007,81059,80337,79447,79425,79468,79331,78753,78029,77565,77208,77050,76662,76663,76447,76404,76478,76290,76257,76133,76325,76482,76784,76942,77042,77399,77826,78300,78207,78202,78232,78546,78679,78687,78442,77625,77125,76624,76801,76835,76918,77039,77144,77298,77604,77988,78508,79902,81057,82087,82216,82413,82490,82639,82878,83089,83135,83233,83331,83155,82949,82839,82933,83089,83494,83967,84393,84753,85082,85325,85413,85411,85482,85596,85798,85972,86046,86103,86084,86101,86096,86032,86085,86250,86481,86780,87189,87584,87869,87963,88093,88219,88364,88709,89016,89351,89525,89947,90291,90626,90709,90884,91153,91361,91772,91981,92274,92415,92759,92034,91226,90352,90545,90714,90788,90814,90722,90729,90846,91355,91846,92695,93389,94190,94576,94938,95117,95353,95540,95814,95964,95873,95733,95775,95991,96153,96169,96184,96349
21550,MD,Mountain Lake Park,72133,71951,71816,71595,71291,70931,70360,69918,69601,69551,69531,69488,69582,69661,69751,69751,69930,70176,70569,70750,70919,70911,71032,71178,70620,70150,69673,69637,69712,69887,70426,71131,71683,72060,72227,72520,73863,75196,76452,76908,77151,77511,77826,78229,78658,79006,79425,79806,79993,80177,80220,80536,80886,81387,81850,82299,82821,83507,84226,84864,85357,85775,86398,87074,87886,88539,89178,89681,90163,90634,91310,92058,92902,93736,94610,95516,96324,97119,97846,98582,99221,99822,100372,100999,101583,102211,102797,103487,104404,105372,106365,107374,108577,110122,111736,113351,114912,116619,118445,120221,122003,123719,125799,127997,130501,132681,134787,136688,138757,141214,143948,146785,148906,151011,152909,155032,156868,158275,160138,162299,164450,165756,166449,167466,168220,168978,169070,169640,169853,170996,171673,171908,172829,174051,175982,176635,178944,181395,184840,186116,187429,187537,187161,187406,186074,184895,182437,181121,179138,176942,174433,172961,171526,170579,169575,168181,166764,165331,164265,163015,161493,160110,158514,156997,155518,154349,153757,153212,153223,153062,153270,153268,153258,152974,152621,152221,151729,151241,150569,150098,149431,148853,147943,147296,146725,146384,146078,146086,146241,146192,145929,145511,145294,145130,145150,145149,145259,145461,145840,146061,146356,146674,147143,147561,147981,148401,148895,149331,149666,149916,150250,150633,150918,151136,151384,151768,152156,152623,153016,153393,153829,154359,154757,155091,155398,155863,156384,156900,157314,157511,157727,158076,158488,158852,159351,159896,160540,161066,161698,162201,162849,163520,164194,164580,164919,165215,165771,166315,166874,167251,167426,167734,167926,168311,168725,169373,170008,170623,170617,170655,170781,171438,172271,172982,173651,174124,174463,174711,174847,175004,175031,174977,174814,174608,175007,175604,176496,176800,177190,177595,178218,178541,179166,179668,180323,180741,180585,180260,179695,179589,179414,179153,178688,178330
22963,VA,Palmyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143369,143574,143601,143965,144549,145338,146289,147725,149386,151368,153181,155362,158446,161574,165523,168572,171541,174075,176592,179178,182001,184889,188193,191391,193124,195113,196257,199492,203060,207778,212784,216650,219810,222246,225037,227444,230147,232245,234391,235580,236675,237313,237684,238090,238630,239341,239808,240085,240531,241011,241607,241840,241411,240608,239667,239412,239149,238828,238169,237452,236674,235739,234518,233054,231781,230777,229584,228113,226763,225704,224865,223964,223072,222084,221040,219868,218688,217347,216185,215017,213885,212668,211668,210839,210205,209735,209512,209396,209217,209014,208677,208286,207734,207344,206818,206218,205475,204774,204073,203473,203147,202987,202970,202793,202755,202550,202355,202130,201986,201906,201850,201823,201831,201801,201819,201893,201995,202151,202376,202666,202859,203013,203138,203238,202994,202718,202484,202551,202662,202768,202878,203124,203460,203803,204079,204430,204976,205597,206155,206595,206931,207229,207432,207461,207489,207488,207620,207714,207953,208080,208147,208022,207948,207909,208017,208173,208399,208609,208861,209037,209060,209093,209218,209592,209968,210394,210703,211071,211337,211640,211794,212054,212260,212620,213025,213460,213908,214333,215166,216012,216931,217484,218085,218552,219036,219477,219801,220015,220228,220658,221743,222943,224297,225442,226583,227766,228713,229532,230340,231279,232295,233130,233262,233286,233168,233380,233574,233734,234018,234305
22546,VA,Ruther Glen,,,,,,,,,,,,,,,,,,,,,91723,91383,91531,92046,93329,94893,96526,97758,98923,99936,101064,102178,102835,104017,104802,105260,104612,103565,102528,102024,101744,101843,101865,101932,102449,103245,104412,105655,106664,107601,108286,109076,109651,110027,110335,110669,111242,111869,112754,113498,114359,115085,115915,116577,117358,118152,118994,119746,120361,120872,121574,122365,123220,124085,125072,126133,126976,127809,128708,129458,130154,130734,131583,132455,133436,134203,134909,135550,136578,137574,138636,140090,141828,143924,145346,146842,148197,150057,152001,154023,156130,158576,161119,163946,166704,169450,172318,175157,178122,181362,184723,188381,191551,194636,197688,199881,201865,203471,205607,207649,209581,211060,212425,213526,214750,215662,216370,217279,218273,219366,219944,220301,220447,220569,220718,220848,220545,220075,219528,219671,219548,219240,218496,217839,217160,216274,215057,213581,212412,211447,210411,208771,207340,206166,205450,204611,203760,202726,201619,200411,199209,197890,196681,195536,194445,193220,192110,191219,190538,190061,189738,189589,189349,188939,188412,187932,187403,187063,186531,185959,185108,184367,183704,183198,182891,182936,183125,183142,183109,182901,182727,182517,182510,182573,182535,182460,182350,182266,182193,182298,182466,182726,183044,183363,183640,183787,183976,184025,184020,183953,183986,184128,184293,184392,184439,184590,184828,185065,185348,185664,186120,186542,186894,187017,187056,187110,187228,187227,187211,187107,186934,186703,186497,186122,185601,184987,184535,184221,183931,183704,183363,183144,182950,182922,182663,182634,182715,183222,183537,183770,183958,184169,184454,184698,184983,185251,185535,185864,186339,186808,187392,187902,188760,189634,190541,191180,191855,192470,193208,193800,194295,194485,194723,195207,196347,197666,199084,200326,201584,202856,203883,204822,205763,206913,208121,209188,209571,209807,209943,210364,210730,211082,211513,212002
23707,VA,Portsmouth,65890,65814,65840,65788,65728,65614,65512,65495,65505,65541,65519,65491,65517,65556,65607,65669,65863,66084,66344,66576,66808,67007,67167,67261,67242,67335,67329,67441,67435,67525,67651,67629,67621,67621,67957,68493,69070,69538,69911,70349,70676,71056,71267,71690,72072,72579,72800,72923,73282,73726,74043,73957,74191,74716,75281,75647,75942,76101,76385,76738,76730,76500,76801,77677,78208,78042,77918,78155,78505,78892,79262,79497,79627,79922,80035,79997,79853,79893,80203,80335,80404,80265,80046,80055,80461,81227,81951,82519,83043,83608,84002,84454,84947,85943,87237,88576,89741,90650,91428,92346,93486,95298,97163,99132,101151,102941,104607,106163,107664,109164,110978,113601,117024,119628,121659,123093,125126,127576,130383,132641,135114,137550,140253,141556,141798,142458,143760,146143,147293,147789,147519,148414,149581,150601,151115,151842,152602,153169,154121,155077,156550,157941,159080,159379,159070,158887,158426,158232,158607,159138,159103,157723,156452,155424,155115,154752,154440,153960,153599,152994,152118,151071,150140,149684,149228,148610,147896,147381,147279,147354,147465,147497,147404,147289,147002,146812,146487,146367,145917,145660,145410,145440,145218,144557,144210,143803,143818,143341,143240,143110,143186,142884,141508,140093,138632,137933,135985,134537,133178,132225,130905,130051,129492,128650,127780,127524,128244,130252,132843,135165,135939,137968,138931,139126,138490,140444,143860,144376,143485,140060,138986,137521,138867,138512,139762,140731,142774,141574,140422,141888,144720,148589,150187,152079,151266,150813,149407,148846,147886,148371,148218,146896,144964,143206,141808,140570,140868,141760,143606,145260,146546,147078,147228,148167,148822,149330,149622,150299,150522,150658,150513,150510,150913,151714,152609,152924,153709,154669,156260,156912,157565,157730,157981,158001,157813,157573,157320,157207,157427,158310,159002,159763,160251,161340,162313,163433,164598,165693,166851,168097,168934,169205,169338,169815
23901,VA,Farmville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156922,156359,155580,154706,153781,153057,151637,151140,150765,150827,150020,149431,148943,148656,148773,148462,148343,147943,148345,148003,147376,146290,145858,145386,144918,144510,143969,143229,142254,141432,140956,140233,139950,139691,140268,140504,140525,140044,139658,139360,139640,140121,140593,140117,139470,138666,138201,137975,138108,138585,139028,139426,139539,139558,139663,141340,142860,144668,145145,145726,146070,146316,146487,146646,146824,147104,147337,147274,147495,147726,148466,148952,149454,149722,149953,150275,150793,151393,151906,152313,152644,152746,152709,152868,153278,154128,155022,155785,156204,156288,156520,156574,156544,156556,156753,156973,156890,156782,156761,156934,157122,157542,157644,157806,157933,158380,158860,159158,159566,159929,160369,160564,160950,161271,161820,162087,162441,162606,162922,163371,163873,164364,164767,165375,165857,166771,167587,168670,169265,169772,170070,170517,170884,171201,171368,171550,171910,172707,173703,174723,175586,176513,177425,178144,178628,179157,179705,180383,180920,180885,180700,180405,180445,180479,180553,180617,180809
